"","URN","Local.authority","Sector_merge","Places","Organisation","Registration.date","overspend_category","outsourcing_category","matched"
"1092","2593530","WARRINGTON","Investment owned",5,"Bright Futures Care Limited","28/07/2020",NA,NA,1
"1093","2593623","WARRINGTON","Corporate owned",1,"Continuum Support - Care Services LTD","17/07/2020",NA,NA,1
"1094","2594775","KENT","Individual owned",4,"Parkview Care (Broadstairs) Limited","22/12/2021",NA,NA,1
"1095","2594859","PETERBOROUGH","Corporate owned",2,"Conquered Limited","24/02/2021","low-overspend",NA,1
"1096","2594902","WILTSHIRE","Investment owned",5,"Witherslack Group Ltd","21/09/2020","low-overspend",NA,1
"1097","2595021","LANCASHIRE","Investment owned",2,"Sandcastle Care Ltd","22/07/2020","low-overspend",NA,1
"1098","SC404596","DERBYSHIRE","LA owned company",24,"The Senad Group Limited","03/12/2009","high-overspend",NA,1
"1099","SC404994","SANDWELL","Third sector",4,"St Christopher's Fellowship","06/08/2010",NA,NA,1
"1100","SC406063","NOTTINGHAMSHIRE","Investment owned",5,"Pathway Care Solutions Ltd","07/04/2010",NA,"high-outsourcing",1
"1101","SC409502","BEDFORD","Local Authority",5,"Bedford Borough Council","31/03/2010",NA,"high-outsourcing",1
"1102","SC032697","SOUTH TYNESIDE","Local Authority",6,"South Tyneside Council","23/06/2003",NA,NA,1
"1103","SC032838","CUMBRIA","Individual owned",8,"Appletree Treatment Centre Limited","25/02/2004",NA,NA,1
"1104","SC033056","COVENTRY","Local Authority",4,"Coventry City Council","31/03/2003",NA,NA,1
"1105","SC462593","CALDERDALE","Individual owned",4,"G B A Care Limited","17/04/2013","high-overspend",NA,1
"1106","SC462631","CROYDON","Unidentified for-profit",3,"","11/09/2013","low-overspend",NA,1
"1107","2496764","NOTTINGHAM","Individual owned",4,"A&m Care Solutions Ltd - T/a Metropolitan Care Solutions","28/11/2018",NA,NA,1
"1108","2502176","DURHAM","Individual owned",3,"Nuevavida Ne Ltd","04/01/2019",NA,"low-outsourcing",1
"1109","SC067561","SOUTH GLOUCESTERSHIRE","Investment owned",3,"Keys Education Ltd","22/06/2006",NA,NA,1
"1110","SC067895","KENT","Corporate owned",4,"Channels & Choices Kent LLP","21/08/2006",NA,NA,1
"1111","SC068000","DARLINGTON","Local Authority",3,"Darlington Borough Council","12/07/2006",NA,NA,1
"1112","SC063116","KENT","Individual owned",6,"Ethelbert Specialist Homes Limited","01/12/2004",NA,NA,1
"1113","SC064182","REDBRIDGE","Individual owned",6,"Lodge Group Care UK Limited","28/06/2005",NA,"high-outsourcing",1
"1114","SC064472","DEVON","Individual owned",3,"Willows (Devon) Ltd","28/09/2005",NA,NA,1
"1115","SC064666","MANCHESTER","Investment owned",2,"Cambian Childcare Ltd","21/03/2006",NA,NA,1
"1116","SC065071","RUTLAND","Investment owned",12,"Hopscotch Solutions Limited","31/10/2005","low-overspend",NA,1
"1117","SC065517","KENT","Individual owned",6,"Ethelbert Specialist Homes Limited","25/08/2005",NA,NA,1
"1118","SC065780","WIRRAL","Individual owned",3,"Milestones Care Homes Ltd","09/11/2006",NA,NA,1
"1119","SC066185","KENT","Individual owned",5,"Ethelbert Specialist Homes Limited","21/06/2006",NA,NA,1
"1120","SC460593","KIRKLEES","Corporate owned",4,"Meadows Care Limited","06/06/2013",NA,NA,1
"1121","2701185","DONCASTER","Local Authority",4,"Doncaster Metropolitan Borough Council","01/09/2022",NA,NA,1
"1122","2703224","DERBYSHIRE","Individual owned",2,"Enabling Futures Ltd","30/09/2022","high-overspend",NA,1
"1123","1277304","PLYMOUTH","Investment owned",2,"South West Childcare Services","08/05/2018",NA,NA,1
"1124","1278806","COVENTRY","Local Authority",4,"Coventry City Council","06/09/2018",NA,NA,1
"1125","1280371","OLDHAM","Corporate owned",2,"Time-Out Childrens Homes Limited","16/07/2018",NA,"low-outsourcing",1
"1126","1271383","NOTTINGHAM","Third sector",3,"YMCA Robin Hood Group","30/04/2018",NA,NA,1
"1127","1271467","DEVON","Investment owned",3,"Aspris Children's Services Limited","14/03/2018",NA,NA,1
"1128","1275188","LEEDS","Investment owned",1,"Pebbles Care Limited","07/07/2018",NA,"low-outsourcing",1
"1129","1276216","STAFFORDSHIRE","Investment owned",3,"Horizon Care and Education Group Limited","23/07/2018",NA,NA,1
"1130","1277041","NOTTINGHAM","Local Authority",2,"Nottingham City Council","12/06/2018",NA,NA,1
"1131","1277049","WIGAN","Individual owned",2,"All Round Care Ltd","26/07/2018","high-overspend",NA,1
"1132","SC432741","LANCASHIRE","Individual owned",5,"Hopscotch Care Ltd","30/09/2011","low-overspend",NA,1
"1133","2596476","CAMBRIDGESHIRE","Investment owned",4,"Keys Child Care Ltd","13/11/2020","low-overspend",NA,1
"1134","2599388","DEVON","Investment owned",3,"Willows21 Limited","21/07/2020",NA,NA,1
"1135","2599805","DERBY","Corporate owned",4,"Haven Care Group Ltd","28/10/2020",NA,"high-outsourcing",1
"1136","2600759","WIGAN","Investment owned",3,"Next Stage 4Life LTD","19/08/2020","high-overspend",NA,1
"1137","2608949","KIRKLEES","Corporate owned",3,"Madiba Limited","21/12/2020",NA,NA,1
"1138","2624855","CROYDON","Individual owned",5,"I.M.P.A.C.T Children's Residential Care Ltd","12/08/2021","low-overspend",NA,1
"1139","2624934","DERBYSHIRE","Corporate owned",7,"Parallel Parents Ltd.","12/05/2021","high-overspend",NA,1
"1140","2625170","KENT","Individual owned",4,"Oakley House (Kent) Limited","05/05/2021",NA,NA,1
"1141","2626293","WORCESTERSHIRE","Corporate owned",4,"Parallel Parents Ltd.","09/08/2021",NA,NA,1
"1142","2628367","CROYDON","Individual owned",5,"Camino Care Limited","30/12/2021","low-overspend",NA,1
"1143","2568363","BIRMINGHAM","Individual owned",2,"Accalia Care Services Ltd.","12/02/2020","low-overspend",NA,1
"1144","1244460","LANCASHIRE","Individual owned",5,"Holistic Approach Ltd","15/11/2016","low-overspend",NA,1
"1145","1250186","TELFORD AND WREKIN","Investment owned",4,"Your Chapter LTD","17/05/2017",NA,NA,1
"1146","1226975","LEICESTERSHIRE","Investment owned",3,"Horizon Care and Education Group Limited","28/01/2016","low-overspend",NA,1
"1147","1228092","ESSEX","Individual owned",4,"Personal Security Service Limited","20/04/2016",NA,NA,1
"1148","1230725","ESSEX","Investment owned",6,"Pathways Care Group","07/06/2016",NA,NA,1
"1149","1231458","BIRMINGHAM","Individual owned",4,"Sherlock Healthcare Services Ltd","13/05/2016","low-overspend",NA,1
"1150","1232649","GATESHEAD","Investment owned",5,"ARTEMIS SUPPORT LIMITED","08/07/2016",NA,"low-outsourcing",1
"1151","1244160","OXFORDSHIRE","Investment owned",8,"Witherslack Group Ltd","18/10/2016",NA,NA,1
"1152","SC067771","WIRRAL","Corporate owned",4,"Good Foundations ltd","28/07/2006",NA,NA,1
"1153","SC068243","NORTH TYNESIDE","Local Authority",6,"North Tyneside Council","24/08/2006","high-overspend","low-outsourcing",1
"1154","SC068261","STAFFORDSHIRE","Individual owned",4,"Mangrove Care Limited","25/10/2006",NA,NA,1
"1155","SC068827","SURREY","Local Authority",4,"Surrey County Council","09/11/2006",NA,NA,1
"1156","SC068929","ESSEX","Local Authority",8,"Essex County Council","01/02/2007",NA,NA,1
"1157","SC356318","STOKE ON TRENT","Corporate owned",2,"The Partnership Of Care Today","19/10/2007",NA,NA,1
"1158","SC356864","BURY","Corporate owned",2,"Time-Out Childrens Homes Limited","27/03/2007",NA,NA,1
"1159","SC063883","KIRKLEES","Investment owned",3,"Keys Care Limited","01/04/2005",NA,NA,1
"1160","SC063997","LEICESTERSHIRE","Investment owned",3,"Keys Care Limited","01/04/2005","low-overspend",NA,1
"1161","SC064011","EAST SUSSEX","Corporate owned",4,"My Choice Children's Homes ltd","11/04/2005","high-overspend",NA,1
"1162","SC443708","SHROPSHIRE","Investment owned",4,"Physis Quantum Limited","13/08/2012","high-overspend",NA,1
"1163","SC443765","CUMBRIA","Individual owned",3,"ABC Care and Education Ltd","09/05/2012",NA,NA,1
"1164","SC444176","HERTFORDSHIRE","Local Authority",4,"Hertfordshire County Council","16/03/2012",NA,NA,1
"1165","SC446261","STAFFORDSHIRE","Corporate owned",3,"Footsteps A Path To Change 08 Ltd","23/04/2012",NA,NA,1
"1166","2629902","REDCAR AND CLEVELAND","Corporate owned",5,"Young Foundations Limited","27/05/2021","high-overspend","low-outsourcing",1
"1167","SC453726","BIRMINGHAM","Corporate owned",4,"Aston Children's Care Ltd","02/11/2012","low-overspend",NA,1
"1168","SC424759","KIRKLEES","Individual owned",3,"Harmony Childrens Services ","01/04/2011",NA,NA,1
"1169","SC426318","STOKE ON TRENT","Investment owned",2,"Unity Residential Care Services Limited","02/04/2011",NA,NA,1
"1170","SC426530","SURREY","Corporate owned",3,"My Choice Children's Homes ltd","05/09/2011",NA,NA,1
"1171","SC427165","NOTTINGHAM","Local Authority",3,"Nottingham City Council","19/05/2011",NA,NA,1
"1172","SC428700","SHEFFIELD","Investment owned",4,"Pathway Care Solutions Ltd","30/06/2011",NA,NA,1
"1173","SC430587","WEST NORTHAMPTONSHIRE","Corporate owned",4,"Keys Direct Care Limited","07/07/2011",NA,NA,1
"1174","SC431315","STAFFORDSHIRE","Individual owned",2,"Future In Mind Limited","31/05/2011",NA,NA,1
"1175","SC434573","EAST SUSSEX","Individual owned",2,"Crusoe Care Limited 06843979","24/08/2011","high-overspend",NA,1
"1176","2529331","HAMPSHIRE","Corporate owned",5,"Assure Care Homes Ltd","01/05/2020",NA,NA,1
"1177","2529639","COVENTRY","Local Authority",4,"Coventry City Council","06/08/2019",NA,NA,1
"1178","SC039087","LANCASHIRE","Corporate owned",1,"Care Afloat Ltd","14/01/2005","low-overspend",NA,1
"1179","SC043972","MANCHESTER","Investment owned",5,"Cambian Childcare Ltd","30/06/2003",NA,NA,1
"1180","SC401685","STAFFORDSHIRE","Investment owned",23,"Aspris Children's Services Limited","16/03/2010",NA,NA,1
"1181","SC402406","HEREFORDSHIRE","Investment owned",3,"Aspris Children's Services Limited","01/12/2009","high-overspend",NA,1
"1182","2691185","NOTTINGHAMSHIRE","Third sector",4,"YMCA Robin Hood Group","27/09/2022",NA,"high-outsourcing",1
"1183","2691235","NORTH NORTHAMPTONSHIRE","Individual owned",2,"Cannon Children Services Limited","09/09/2022",NA,NA,1
"1184","SC033896","OXFORDSHIRE","Local Authority",6,"Oxfordshire County Council","06/03/2003",NA,NA,1
"1185","SC033919","HARROW","Local Authority",5,"London Borough of Harrow","17/11/2003",NA,NA,1
"1186","SC437825","LEICESTERSHIRE","Individual owned",3,"Inspirations Leicestershire LTD","03/01/2012","low-overspend",NA,1
"1187","SC439535","NORTH YORKSHIRE","Investment owned",5,"Pebbles Care Limited","09/12/2011","low-overspend","low-outsourcing",1
"1188","2594233","WEST NORTHAMPTONSHIRE","Individual owned",4,"Children & Adolescents Placement Provisions Ltd","12/08/2020",NA,NA,1
"1189","2553111","WORCESTERSHIRE","Corporate owned",10,"Lakeside @ Our Place Limited","16/04/2020",NA,NA,1
"1190","2556596","WARRINGTON","Investment owned",2,"Cambian Childcare Ltd","26/11/2019",NA,NA,1
"1191","2557603","LEICESTERSHIRE","Individual owned",4,"Inspirations Leicestershire LTD","27/10/2019","low-overspend",NA,1
"1192","2557920","GLOUCESTERSHIRE","Individual owned",4,"Flourish (Gloucestershire) Limited","12/11/2019",NA,NA,1
"1193","2562531","STAFFORDSHIRE","Investment owned",4,"Unity Residential Care Services Limited","02/12/2019",NA,NA,1
"1194","2568244","STOCKTON ON TEES","Local Authority",5,"Stockton On Tees Borough Council","16/03/2020",NA,NA,1
"1195","2569345","ENFIELD","Corporate owned",6,"Educare Support Limited","29/01/2020",NA,NA,1
"1196","2629335","ROTHERHAM","Local Authority",2,"Rotherham Metropolitan Borough Council","03/03/2021",NA,NA,1
"1197","SC475347","STAFFORDSHIRE","Investment owned",2,"Horizon Care and Education Group Limited","14/04/2014",NA,NA,1
"1198","2634720","BLACKPOOL","Investment owned",2,"Sandcastle Care Ltd","30/06/2021",NA,NA,1
"1199","2636919","LANCASHIRE","Corporate owned",3,"MY3 Limited","22/11/2021","low-overspend",NA,1
"1200","2636991","WARWICKSHIRE","Corporate owned",2,"Hexagon Care Services Ltd","26/08/2021",NA,NA,1
"1201","2636996","WORCESTERSHIRE","Corporate owned",4,"First Steps Care Ltd","17/09/2021",NA,NA,1
"1202","2638617","SWINDON","Individual owned",2,"Next Step Independence Ltd","20/12/2021",NA,"high-outsourcing",1
"1203","2681311","NOTTINGHAM","Individual owned",1,"Abbey Green Therapeutic Children's Services Ltd","11/04/2022",NA,NA,1
"1204","SC068559","EAST SUSSEX","Individual owned",16,"PJL Healthcare Limited","20/12/2006","high-overspend",NA,1
"1205","SC036026","SHEFFIELD","Local Authority",5,"Sheffield City Council","30/04/2003",NA,NA,1
"1206","SC370949","NORFOLK","Investment owned",3,"Keys Care Limited","15/02/2008",NA,NA,1
"1207","SC372602","SHROPSHIRE","Investment owned",3,"Bryn Melyn Care Limited","14/07/2008","high-overspend",NA,1
"1208","SC372630","TELFORD AND WREKIN","Investment owned",4,"Bryn Melyn Care Limited","02/07/2008",NA,NA,1
"1209","SC373941","EAST SUSSEX","Local Authority",4,"East Sussex County Council","20/03/2008","high-overspend",NA,1
"1210","2526435","ESSEX","Individual owned",3,"SHALAMAR CHILDREN LIMITED","04/07/2019",NA,NA,1
"1211","2531921","LANCASHIRE","Investment owned",4,"Horizon Care and Education Group Limited","01/05/2019","low-overspend",NA,1
"1212","2533064","BIRMINGHAM","Individual owned",3,"Beacon Childcare Ltd","01/10/2019","low-overspend",NA,1
"1213","2537058","LANCASHIRE","Investment owned",4,"Sandcastle Care Ltd","26/07/2019","low-overspend",NA,1
"1214","2541440","STAFFORDSHIRE","Corporate owned",3,"Berry Gifford LTD","10/02/2020",NA,NA,1
"1215","2541993","NORTH NORTHAMPTONSHIRE","Individual owned",4,"Total Care Matters Limited","06/01/2020",NA,NA,1
"1216","1226757","THURROCK","Investment owned",3,"Potton Homes Ltd","17/03/2016",NA,"high-outsourcing",1
"1217","2509367","WAKEFIELD","Corporate owned",3,"Hexagon Care Services Ltd","22/03/2019",NA,NA,1
"1218","2510201","BLACKPOOL","Individual owned",2,"Outbound Care Limited","07/05/2019",NA,NA,1
"1219","2641767","LANCASHIRE","Individual owned",3,"Real Care Support Ltd","21/07/2021","low-overspend",NA,1
"1220","2642297","WOLVERHAMPTON","Corporate owned",3,"Nurture Care Group Ltd","05/08/2021",NA,NA,1
"1221","2642401","TAMESIDE","Individual owned",4,"Infinity Care Home Ltd","05/11/2021",NA,NA,1
"1222","2643338","OLDHAM","Individual owned",3,"Sankofa Specialist Care Ltd","12/10/2021",NA,"low-outsourcing",1
"1223","1214266","LEICESTERSHIRE","Corporate owned",4,"Platform Childcare Ltd","10/11/2015","low-overspend",NA,1
"1224","1216505","NEWCASTLE UPON TYNE","Individual owned",5,"Hennessy Living Group Limited","03/02/2016","low-overspend","low-outsourcing",1
"1225","1264438","DONCASTER","Individual owned",4,"Blue Mountain Homes Ltd","13/12/2017",NA,NA,1
"1226","1264841","BEXLEY","Third sector",10,"Autism Sussex Ltd","18/12/2017",NA,NA,1
"1227","1265128","LANCASHIRE","Investment owned",2,"Sandcastle Care Ltd","14/11/2017","low-overspend",NA,1
"1228","2558681","BLACKPOOL","Individual owned",3,"Guidance Care Limited","03/03/2020",NA,NA,1
"1229","2559013","MEDWAY","Individual owned",8,"Windows For Children Ltd","01/01/2021",NA,"high-outsourcing",1
"1230","2560639","KIRKLEES","Corporate owned",3,"Meadows Care Limited","28/11/2019",NA,NA,1
"1231","2561501","ENFIELD","Individual owned",4,"Smartcare Services","17/04/2020",NA,NA,1
"1232","2565421","LEICESTERSHIRE","Investment owned",4,"The Place Young People's Company","16/01/2020","low-overspend",NA,1
"1233","2644282","TOWER HAMLETS","Third sector",5,"Centre 404","10/06/2021",NA,NA,1
"1234","2645038","REDBRIDGE","Corporate owned",5,"Solace Care ClayHall Ltd","12/10/2021",NA,"high-outsourcing",1
"1235","SC002930","SHEFFIELD","Corporate owned",8,"Progressive Care Limited","09/11/2001",NA,NA,1
"1236","SC003792","DEVON","Third sector",10,"Lifeworks Charity Limited","19/08/1999",NA,NA,1
"1237","SC060750","LANCASHIRE","Individual owned",3,"Lifetime Opportunities Ltd","24/06/2004","low-overspend",NA,1
"1238","SC061438","ST HELENS","Corporate owned",1,"Crossway Services Limited","02/09/2004",NA,NA,1
"1239","SC061439","DARLINGTON","Corporate owned",5,"Young Foundations Limited","05/11/2004",NA,NA,1
"1240","SC061795","WEST SUSSEX","Investment owned",6,"Southern Adolescent Care Services Ltd","08/09/2004",NA,NA,1
"1241","SC454484","BARNSLEY","Local Authority",5,"Barnsley Metropolitan Borough Council","15/11/2012",NA,NA,1
"1242","SC456413","ROCHDALE","Investment owned",1,"Cambian Childcare Ltd","17/02/2013",NA,"low-outsourcing",1
"1243","2605690","NOTTINGHAMSHIRE","Corporate owned",2,"Homes 2 inspire","30/09/2020",NA,"high-outsourcing",1
"1244","2607291","BOURNEMOUTH CHRISTCHURCH AND POOLE","Investment owned",1,"Beaufort care Group","25/02/2021",NA,NA,1
"1245","2607587","DURHAM","Investment owned",4,"Cambian Childcare Ltd","11/12/2020",NA,"low-outsourcing",1
"1246","SC403462","LANCASHIRE","Individual owned",5,"Frances House Ltd","08/12/2009","low-overspend",NA,1
"1247","SC407783","SOUTHAMPTON","Investment owned",5,"Aspris Children's Services Limited","24/03/2010",NA,NA,1
"1248","SC408655","HAMPSHIRE","Investment owned",7,"Aspris Children's Services Limited","20/05/2010",NA,NA,1
"1249","1240397","LINCOLNSHIRE","Corporate owned",5,"Keys Direct Care Limited","03/08/2016","low-overspend","low-outsourcing",1
"1250","2494551","WAKEFIELD","Investment owned",7,"Witherslack Group Ltd","19/11/2018",NA,NA,1
"1251","2494662","WARRINGTON","Investment owned",3,"Keys Child Care Ltd","29/01/2019",NA,NA,1
"1252","2495513","BLACKPOOL","Investment owned",2,"Sandcastle Care Ltd","18/12/2018",NA,NA,1
"1253","2501791","KENT","Investment owned",3,"Esland North Limited","12/07/2019",NA,NA,1
"1254","2504082","LANCASHIRE","Investment owned",2,"Sandcastle Care Ltd","07/02/2019","low-overspend",NA,1
"1255","2508525","NOTTINGHAMSHIRE","Individual owned",4,"Abbey Green Therapeutic Children's Services Ltd","28/02/2019",NA,"high-outsourcing",1
"1256","1265096","WOLVERHAMPTON","Individual owned",2,"Skyline Child Care Ltd","19/04/2018",NA,NA,1
"1257","1267537","DERBYSHIRE","Corporate owned",3,"Resolute Care LTD","11/12/2017","high-overspend",NA,1
"1258","1268334","SOUTH TYNESIDE","Local Authority",4,"South Tyneside Council","11/10/2017",NA,NA,1
"1259","2682522","PETERBOROUGH","Individual owned",5,"Azalea Care Ltd","05/08/2022","low-overspend",NA,1
"1260","2683780","KIRKLEES","Corporate owned",2,"Madiba Limited","05/07/2022",NA,NA,1
"1261","2685998","LANCASHIRE","Individual owned",2,"Guidance Care Limited","15/07/2022","low-overspend",NA,1
"1262","2686745","NOTTINGHAMSHIRE","Corporate owned",3,"Homes 2 inspire","28/06/2022",NA,"high-outsourcing",1
"1263","SC458754","DURHAM","Third sector",8,"North East Autism Society","01/02/2013",NA,"low-outsourcing",1
